text,text_sentiment
price want bitcoin hit week #buythedip #hodl #btc #bitcoincrash #bearmarket #cryptocurrencynews,1
"people keep asking, hedge? think used cars, barrels oil &amp; tins dog food... mad max days around corner... #bearmarket2022",-1
"""bitcoin nifty #marketcrash"" comimg soon! #stockmarketcrash #nifty",1
"biden__ speech rescue crashing, rigged stock market. haven__ found good reason suddenly crashed today, except __hey_ couldn__ pump current level, needed drop bit. $spy $qqq $dia #stockmarketcrash #traders",1
"lic ipo: seen huge hype lic ipo, open closed almost silence. seen kind silence several recent ipos. à¤ à¤_¤¼à¤¾à¤®à¥_¤¶à¥ à¤_à¤ à¤¤à à¤_¤¹à¤¤à à¤¹à #stockmarketindia #stockmarket #stockmarketcrash #licipo",-1
"trader, even opened single trade ( spot + lev ) without sl ever. #bearmarket #btc #bitcoin",0
"don__ fall bear traps 25k btc , everything green however red soon come . game sheer patience! #bull #cryptocrash #btc #binance #trx #alts #bearmarket #lunacoin #luna #terraluna #dokwon",0
"top people calling $10,000 $eth lol #crypto #bearmarket",1
"#stockmarket green today remembers #stocks could stage multiple rallies crash over. dot-com bubble burst, #nasdaq rallied 16 times 10% _ gaining average 23% time _ way 78% decline nadir. #bearmarket",1
buy dip sale quick rip! #buythedip #saletherip #cryptocurrecy #bitcoin #bearmarket,0
"#stockmarketcrash becoz russian brutal war ukraine world economy paying crude oil, gas prices spiked even russia blackmailing world blocking ports ukraine stopping food exports &amp; causing food insecurity.",-1
"2/2 reasons : high inflation rate valued market u.s interest rate hikes geo-political issues repeat, cautious !! #bearmarket #bullmarket",1
"keep emotions check! __ip_ 3-5% occurs ~ 3-4 times year. _#correction_ 10% occurs ~ once/year. _#bearmarket_ 20% happens ~ once/4.5 - 5 years. since 1946, avg bear markets__last 15 months, bull markets __last 54 months. #money #wealth",0
short $qqq 11:06 armrpro ltd [$sqqq $qid] #investing #riskmanagement #stocks #stockmarkets #bearmarket2022,0
warren said greedy others fearful. time now. #stockmarketcrash,-1
#bearmarket correction? #btc,0
#bearmarket yet? #btc #crypto,0
top #stock losers (so many choose from) $jtkwy 26.52% eat takeaway $crsp 22.26% crispr therapeutics $nutx -20.04% nutex health $chpt 24.18% chargepoint $dna 22.59% ginkgo bioworks #stockmarketcrash #stocks #stockstowatch #stockmarket #stocksinfocus #stocktrading,-1
gm .. educate space react bearish market__. everyone happy upside projects vanishing downside. what__ play? respond ¬__ __ #nft #nftcommuntiy #vegasnft #vegaspandasclub #bearmarket,1
"never stop #mentalprotocol family. always working big things. truly welcomed #bearmarket fam load $men. nice thing current market, go next months. #crypto #metaverse #nft #menbiotes #p2e",1
anyone got money left bank account today? #stockmarketcrash #stockmarketindia #stockmarketcrash2022,0
btc 20k?? #btc #bearmarket2022 #bloodbath,0
equity fno? prefer? #equity #fno #stockmarketcrash #stockmarket #indianmarket,0
@celsiusnetwork paused withdrawals. __ #celsius #bearmarket,0
one tells this. like returns inflation also compounds. consider 7%/yr. #stockmarketcrash #stocks #stockmarket,1
good morning degenz! __ fellow dropoutz now..... #nft #nfts #nftcommunity #bearmarket,1
best investment anyone make nfts #bearmarket,1
say red colour love think stock market publishing valentine__ day special episode today p.s - everything red portfolio __ #stockmarketcrash #stockmarketindia #stockmarkets,1
@sejalsud whatever buy dip buy high follow #tradingstrategy back tested last 10 years data.. #bearmarket,0
little bird. that? well number reasons 1- huge drop continuous losses stock market. 2- fed began tapering stopped printing money. printing less money means usd gets stronger #cryptocrash #bitcoincrash #nft #bearmarket 2/3,1
"new tagline @licindiaforever #lic loss ke saath bhi, profit ke baad bhi... [har pal aap ke saath] #licipo #stockmarketcrash",1
#nasdaq100 __ #bearmarket poll part ii. long think take recovery trend reversal?,0
"#stockmarketcrash sell deep new ipos like zomato, paytm, nykaa nazara tech.",1
125k. 25k sep -ira 2013 +98% 36% #stockmarketcrash,0
market performing well ____ #stockmarketcrash #stockmarket,1
#bearmarket?,0
#bearmarket thinking. use know make fun goal. going use futures @coin_leagues make money.,1
'be greedy others fearful fearful others greedy' -warren buffett #bearmarket #nfts #crypto #buythedip #nftcommunity,-1
"big crashes come top, happen slow corrections #bearmarket",-1
hard times life lead increased personal growth. big dips must lead increased gains. cases matter patience perseverance. stay inspired __ #blockchain #cryptocurrencies #bearmarket #personalgrowth,1
time buy __ sell dyog dig grave _ #nfts #nftcommunity #bearmarket #web3,-1
preach papa cz_binance ________#bearmarket #btc,0
solana $sol crash alert _______#bearmarket,-1
"2021- dad - savings? - dad - ? - it__ bank control. 2022- dad - savings? me- asking me, go ask putin. #stockmarketcrash #crypto #ukraine #gold #ukrainerussia #breaking",0
@dropte_eth @okaybearsyc @savagefks absolute fire!!! ___________ #obyc #logo #community #bearmarket,-1
#goldman buyback desk flooded orders stock rout #stockmarketcrash,0
"@warriorcodellc1 @tforthelma well accomplished things, nothing good: #boardercrisis #babyformulacrisis #gascrisis #foodshortagecrisis #afghanistan #ukrainewar #somalia #stockmarketcrash #parentsareterrorists #vaccinemandates #jobloss #inflationcrisis #buildbackbroke",1
how's market treating annon u still holding hope diamond hand turned paper hands #bearmarket,1
survive bear: - sustainable defi &amp; nft - nft membership - nft consumables - practical dao infrastructure anticipate interesting narratives around ideas #bearmarket #web3 #blockchain #metaverse #defi #cryptonews,1
diwali sale june. stocks available heavily discounted price. #stockmarketcrash,1
ever get trade wish went all-in week ago later...? yeah that's rt __ $oxen $btc #alts #altseason #bearmarket #bullmarket,1
trump warned us folks voted basement dummy anyway. #stockmarketcrash,-1
short seller. would use dip cover. #stockmarketcrash,0
@cryptosenorita opinion matter discussing #bearmarket #bullmarket ... inflationwar market. drives fed move traditional markets move #crypto. #crypto still young become counterpart whole global economy. day come...,-1
confidence buying bargain prices also lots say shares u can__ grab prices bought keep confidence #cse #stockmarketcrash #trading #markets,1
it__ finally here! #stockmarketcrash,0
another market sell off.. thanks joe. nancy &amp; chuck appreciate it.. #bidenisalaughingstock . #stockmarketcrash,1
buy dip changed bye dip #stockmarketcrash #stockmarketindia,0
"still, make big bucks! #bearmarket __",0
"bull market creates stupid investor , stupid investors creat bear market , bear market creates smart investors, smart investors creates bull market, cycle keeps repeating. credit - gunjan maheta #bearish #bearmarket",1
maybe time money transferred impatient patient. stock market fun pain. #stockmarketcrash #nseindia #bse #cryptocrash,-1
"holy cow, what's happening?! #nfts #bearmarket",0
"trending person #twitter #elonmusk,everyday blame praise 4 something-but good quality-always listen criticism-may give boost shine @elonmusk @dogecoin @billym2k @mattwallace888 @tesla #bitcoin #crypto #stockmarketcrash",1
think diis also selling today __ #nifty50 #banknifty #stockmarket #stockmarketcrash,0
@eduardbrichuk @usagov gary gensler go. market whole lost confidence career employees leaving unprecedented numbers. @garygensler clearly fit position #chokeonthat #stockmarketcrash #stockmarket #stocks #joebiden @potus @vp,1
$bros 28.40 gap fill huge upside potential #stockmarketcrash follow,1
don__ panic. look bigger picture. wgmi #bearmarket #insights,-1
", joe! #stockmarketcrash #1923 fuck anyone voted globalist piece shit",-1
"@rovercrc @elonmusk need everyone earth realize near future, paper money either go extinction valueless little acceptance advanced world coming, #dca #buythedip #btc #bearmarket #loadup",1
short covering over??? #stockmarketcrash,0
#bearmarket2022 better frenz,1
futes rippin' need stay puts. positions have? __ #stocks #stockmarketcrash $spy $amzn $tsla $aapl,0
looks like #luna first go #bearish trend. we__e even true #bearmarket yet. many eggs one basket,1
@dutch_tulip_ #stockmarketcrash,0
"anyone know $gme $amc decline tomorrow? going in, meaning card limits, please honest. #gme #amc #stockmarket #stockmarketcrash $amc $gme",1
red colour __ happy valentine's day __ #stockmarketcrash,1
cut russia #swift ! __ociety worldwide interbank financial telecommunication_ intermediary executor financial transactions banks worldwide. #joebiden #democrats #stockmarketcrash #unitednations,-1
ive entered nft market november 2021 hit l__ gains. success profits losses. im still bullish cause l__ came fomos. dyor confidence take l loss lesson #bearmarket #bullmarket #nft #lossandgains,1
"everyone blaming one guy (biden), americans need point finger politician's, period. protect hedge funds, market makers, banks, feeding us illusion free fair market. #wewantfairmarkets #stockmarketcrash",1
#stockmarketcrash #russiaukrainecrisis #copper $gzd #tsxv,0
"glue monitor: __ can't control - market - outcomes trades"" ""i control: - behavior - focus - trading process"" #stockmarketindia #stockmarketcrash #stockmarket #stocks",0
ibulhsgfin 100 pe 1 target minimum 20 sl zerooooo #bankniftyoptions #niftyfifty #optionstrading #niftyoptions #stockmarketcrash,0
"much market condition. chopping everywhere around. volume almost 0. i__ concerned. might beggining lazy, slow dipping. #bearmarket #btc #eth ps. $magic @treasure_dao gonna make __",-1
cnbc thinks 25 year-olds buy $khc $vz $rblx $twlo __ill never recover_. __ wow. legal? that__ worst advice give young person. give break man. #investing #stockmarketcrash #stocks_,-1
"@scottleowarrior @swapleonicorn remember last #bearmarket, playing dice getting dividends __",1
"yes, monopolize retail, get rid consumers' disposable income, make live credit, increase prices everything including rent complain recession #bearmarket",1
buy order hit market ~10% ath. added units. recommendation. #nifty50 @ 16405 #mutualfunds #stockmarketcrash #nifty,-1
"#stockmarketcrash hashtag trending opinion every crash new fresh opportunity invest missed rallies. popular quote stock market :- ""if love bottoms deserve highs"" #trading",-1
bad bear market? need new frens &amp; community build tough times? #uponlytoken pancakeswap coming soon swaps! #bscgem #bearmarket #plebs #1000x #notameme #lifestyle #pancakeswap #buythedip,-1
#nifty #stockmarketcrash #nse #bse #nifty50 think nifty reach around 14500 levels?,1
sleep past couple nights... grinding... bring guys latest #nftnews capitalize #nft #bearmarket,-1
time buy dip? #nifty #stockmarketcrash,0
one best skills learn &amp; develop f&amp;o trading. option earn (pun unintentional) irrespective market going down. #trading #stockmarketcrash enough free budget resources learn this.,1
time buy dip ? _ #buythedip #bearmarket #bitcoincrash,0
", one__ sure buy dip , cause one knows much dip gonna dip ! #stockmarketcrash #buythedip #stockmarket",-1
intrday + positional call: buy rbl 120 pe @ 6.35 sl : target : 9 #stockmarkets #stockstobuy #stockmarketcrash #stockmarketindia,0
@thecryptolark sad true #bearmarket,1
@coinflashx #justiceforjohnnydepp #stockmarketcrash,0
#stockmarketcrash dow sinks 825 points us stocks enter 'bear market territory',0
survive storm! $spy #bearmarket,0
"bs speech, blame game biden, epic failure year half now! check 401k's folks! wowwww epic failure guy is. #stockmarketcrash #inflation #taxesincreases #mortgagehikes #rentprices #biden #trump",-1
__ $twlo calls 105.74 $twlo puts 96.41 $shop calls 379.74 $shop puts 355.02 $jd calls 53.26 $jd puts 50.64 __ stop sleeping plays #trade #tradingtips #optionstrading #stockmarketcrash #thestrat #nasdaq $spy,-1
@cnbc talking head tonight wall street unravelled: __his time manage risk_ delusion abounds_ #bearmarket,0
"take emotion trading stocks/crypto it__ actually really simple. buy red days, sell green days. #crypto #stockmarkets #stockmarketcrash",0
market crashing government highest paid scholars knows unfortunately fail common sense! interest!prove wrong! #failed #stock market #stockmarketcrash #dogecoin #shiba #bitcoin #shinja #cryptocurrencies,-1
"#us #treasuries #bunds finally get bid, amid huge #hiking cycle #fed that's begin soaring #inflation: know #stocks real trouble... #markets #trading #stockmarketcrash #stockmarket #spx #spy #es_f $spx $spy #nq_f",1
nft's survive near markets? think? #cryptocurrency #bearmarket #bitcoin #etherum #nft,0
"one buy, suddenly seeing value every stock. feeling high. #nifty50 #stockmarketcrash",1
money made bull market millionaires made bear market. smart ones accumulating unlike fearful ones. smart. #cryptocurrency #crypto #bearmarket2022 #btc #trade,1
still struggling see #bitcoin #bearmarket. one seeing consolidation lengthened cycle diminishing returns? @intocryptoverse #crypto #cryptocrash #cryptocurrency #bitcoincrash #bitcoinnews #bitcointrading,-1
good stocks available discounted price. buying today? #stockmarketcrash,1
2022 gonna worst 2019-2020 covid crisis #economiccrisis need extra ai predict new resistance level. #nifty falling like thing. #marketcrash #cryptocrash #stockmarketcrash unemployment gonna raise. one lockdown comes doomed.,-1
"stay safe there, don__ panic buidl long term! #crypto #defi #bearmarket #cryptocurrencies",-1
#stockmarketcrash indian stock market __ coz people enough money invest get rich money poor suffering also don__ food eat,-1
nfts hobby job crypto stocks long term investment really meme coins looking #bearmarket #cryptocrash #stockmarketcrash #lfg,0
"@ginotheghost condolences, ser ____ @killabearsnft gmi though _¤© #bearmarket #killabears",0
crushing $sedg &amp; $enph morning consider part tech allocation portfolios run $qqq energy stocks #investing #investors #stocks #stockmarkets #bearmarket2022,-1
"$dow 0.1%, sp500 0.2% $nasdaq leading 1.4% gain. weekly results red, $dow 4.8%, sp500 5.7%, $nasdaq 4.4%. #stockmarket #stockmarketcrash",1
"remember first entered defi space bought $avax 100 bucks one point, thought got steal. #bearmarket #avax #cryptocurrency",-1
#banknifty ready test maybe even break 33k. #stockmarketcrash,1
crypto crash humbled everyone ______#cryptocrash #bitcoincrash #cryptomarket #bearmarket,-1
"tech stocks 70%. #bitcoin look bad perspective, right? #bearmarket #crypto #stockmarketcrash #cryptocurrency #cryptocrash",1
stocks/cryptos/nfts looking forward buying current __ip_ markets? #nftcommunity #crytocurrency #crypto #stockmarket #nfts #cryptonews #stockmarketcrash #cryptotrading,0
shop bargains market:- rich dad poor dad true today's market fall. #buythedip #bearmarket,1
remember biden telling great stock market #stockmarketcrash,1
seeing everybody calling last dip 30k... feeling like thats going happen _ #semoga #bitcoincrash #bearmarket #cryptocrash,1
#stockmarketcrash #cryptocrash markets dumping prep usfeds 200 pt rate increase__,-1
"stay, laugh, make friends, win. #bearmarket2022",1
"everyone saying __his right time buy_ pls stop. i__e bought many dips, i__ human version doolally housefries. #stockmarketcrash",-1
sensex took let's fall love concept seriously valentine day _____ #stockmarketindia #stockmarketcrash #nifty #bankniftyoptions #valentinesday2022 #sharemarket,1
learning living. #bearmarket #startup #web3 #wagmi,0
sleep time #bearish wake #bullish . #nftcommunity #nfts #bearmarket #nftcollection #nft #btc,0
looking reasons complain #stockmarkets #stockmarketcrash plenty opportunities make money today. examples low__igh $msgm 3.73_3.96 $dats 2.22_2.65 $beat 2.20_2.56 $allk 6.33_6.75 $ptra 6.65_7.52 $hims 4.07_4.60,1
"welcome fed day! many major events #stockmarket week, &amp; yet. name few: __the s&amp;p officially closed #bearmarket __new 2022 lows #spx500, #nasdaq , &amp; #dowjones __#federalreserve potential 75 bps hike? ... 1/",1
"s&amp;p 500 might looking extended stay #bearmarket territory dropping fifth straight day. one bright spots #wallstreet #fedex, posted best trading day since 1986.",1
close longs sell #bitcoin.there warnings. $btc $eth #stockmarketcrash #crypto #bitcoincrash,-1
@barackobama shame ...#stockmarketcrash,-1
started investing hedge 8.6% inflation. lose 8.6% day. #stockmarketcrash #cryptocrash,-1
"months hearing ""look biden done stock market. owns this."" today hear biden anything stock market. one it? #stockmarketcrash.",0
"pe ratios auto industry. gm: 5.9 vw: 6.7 toyota: 8.4 tesla: 137!!! yes, teslas awesome elon demigod. tesla outperformed earnings estimates 2022q1 yet crashed 12%. bubble? #teslastock #tesla #elonmusk #stockmarketcrash #earnings",1
bearish gets bullish become. #bearmarket #bullish #btc #stockmarketcrash,0
we__e going sit back act like stock market isn__ crashing?? lol #stockmarket #stocks #stockmarketcrash,1
@asadkharal #stockmarketcrash #biden #traitorsofpakistanpdm,0
yes please thank __ #stockmarketcrash,1
nifty 16500 feb pe - 44.50 sold 95 mar pe - 456 sold 546 pe - 217 - sold 293 #optionstrading #stocks #stockmarketcrash,1
like market hiccup guys. real crash much severe. #stockmarketcrash,-1
@ksicrypto indeed #bearmarket,0
plan #bearmarket educate become beter #blockchain #crypto fundamentals research.,0
"normal people depressed: remove whatsapp dp, deactive facebook account. me: need break #groww #zerodha &amp; #upstox #stockmarketcrash",-1
hope everyone parked retirement savings __ #stockmarketcrash,1
feeling market priced multiple rate hikes already. lot depends papa powell's #fomc statement tomorrow feeling see upward short term. #nasdaq #stockmarketcrash #bitcoin,1
hey #putin _ sooner later #stockmarkets must open. #ruble #stockmarketcrash #inflation #highinterestrate,0
@rovercrc fuck manipulation. people get stuck hard earned investment dikheads.. #bearmarket,-1
"@aoc tell people, guys already taking money gas, food, rent, taxes, nonsense pork, stop manipulating stock market kill 401k also. #stockmarket #stockmarketcrash",-1
hedge funds institution shorts closing positions today give everything little boost start dumping hard next week #stockmarketcrash #daytrading #stockmarket #cryptocrash #crytocurrency #marketmanipulation $ndx $dji $spy $rut $btc $aapl $amzn $goog,-1
"okay , short #cryptothread #bearmarket influence industry. point view, many good sides bad.",1
many people saying #rip401k #stockmarketcrash #gowokegobroke #votebluegetdoom,0
bloodbath #stockmarketcrash #fjb,0
@ea #ea #stockmarketcrash i__ gonna short ea never really believed numbers all. disney can__ bail don__ liquidity.,0
"invest companies who__ products consume day day basis ex-relaxo , asian paints, nestle , marico , havells ____ #market #stockmarketcrash #stockmarketindia #india",0
"go #bearmarket , question long deep be? view, midterm elections coming &amp; dems try everything prevent market failure. interest rates go 5-7% long tooth. #cryptocrash #marketcrash",-1
asking brother jefferies remote __ #fii #marketcrash #investing #bearmarket2022 #nse #stockmarketcrash,0
"stocks down, cryptos down, gold down, down,, even brent oil down. let's atleast cool down. #cryptocrash #stay1 #stockmarketcrash #stockmarket",1
"#nifty50 #stockmarketcrash could returns @bjplive @incindia , etc billions us$ guise #fiis (politician's money) inflow &amp; outflow last two years?",0
"#stockmarketcrash khatam, tata bye bye",0
happy volatile day _¤ï___ #stockmarketcrash,1
buying #nfts means hold least 6 months sell profit #bearmarket prove wrong #nftcommunity,-1
"vicious bear market rallies ones make think #bearmarket over. it__l look legit market breadth time (base forming, consolidation gradual move higher) perspective. could get several months that.",-1
"@sailing_infidel it__ basically gone straight since 2009, minus couple ummm #stockmarketcrash es. god created stock market pundits meteorologists wouldn__ look stupid.",-1
#cryptomarket &amp; #stockmarketcrash make many new deca-millionaires _ boy questions is!!!! .. one them???????,0
#zomato #tomato price. #stockmarketcrash #stockmarketindia,0
"ive lost much money past two years think ive become desensitized it. wake everyday, lose another 10-20%. still buyin dip tho__ #bitcoin #stockmarketcrash #buythedip",-1
kwon's historic inaction might broken crypto. contagion rug pulls bear market due influence one person; makes wonder crypto ever near point replaces fiat. #bearmarket #cryptomarket,-1
never invest dime don__ know you__e doing. it__ lot easier keep money get back you__e lost it. #knowledge #learning #investinyou #investing #stockmarketcrash,1
market valentine's date today red ... couples fun . #stockmarketcrash,1
gold $2000-&gt;$1895 hawking fed overweighing much gold happen stock markets? #stockmarket #stockmarketnews #stockmarketcrash,0
"day 085 asking @secgov @garygensler protect retail investors suspending off-exchange, unregulated dark pools security whose dark pool volume &gt;50% previous trading day. (ref: #amc #gme ) #darkpoolabuse #protectretail #stockmarketcrash",1
quickest bear market ever! here... #cryptocurrency #bearmarket,0
putin_ like puts __ #stockmarketcrash #wwiii #worldwar3,1
"24 hr market update (12th april, 9:20am uae): #btc: -5.42%__ #eth: -5.66%__ #xrp: -5.02%__ #sol: -8.50%__ #ada: -8.08%__ #doge: -6.76%__ #dot: -7.34%__ #shib: -7.36%__ #zb: -4.15%__ #cryptoupdates #bearmarket #trading",0
"#stockmarketcrash __here__ nothing right valuations question, interest rates rising, direction economy uncertain._",1
"here, see longer #btc #bearmarket tends follow longer #bullmarket slightly shorter length, makes sense theory. keep mind relationship seen limited set data points may necessarily repeat again.",-1
tomorrow month end. get salary. buy dip? #market #stockmarketcrash,0
"dollar cost averaging best thing a, #bearmarket. got 100_ invest month, #invest automatically sunday. apps like @cryptocom offer auto invest. never invest once, never can't afford loose. dpi!",1
ik ben zeer enthousiast $near helaas werkt #bitcoin niet echt mee_ #babydogecoin #altcoinseason #altcoins #blockchain #metaverse #doge #alltimehighs #bearmarket #binance_ #shibainucoin #btc_ #eth #floki #dogecointothemoon #cryptocurrency #crypto #binance #safemoon #floki,0
treating #stockmarketcrash like sale _¥°____________,1
"nifty - ""not favour year"" #stockmarketcrash #stockmarketindia",1
"rich always get richer stock market crash recession. why? rich insight &amp; courage buy &amp; invest everyone else panicking, selling abandoning market. #stockmarketcrash #investing #stockmarket #bitcoin",1
#bearmarket economical crisis. unless solid development world bear least next 6 months. every #btc pump fake till then. spot good #crypto projects bear? follow find #cryptowala,-1
finish sentence ¬__ know it__ __ market because_ #stockmarketcrash #cryptocurrency,1
xo party tonight _¤ª #stockmarketcrash,1
"s&amp;p 500 would bottom march 23, week later. feb. 19, 2020, high march 23 bottom, s&amp;p would decline 34%. #stocks #markets #stockmarketcrash",0
@digital_samarai well history repeats anytime fed hike increase things go south mate. facts fed raise interest rate. #bearmarket,1
impeach biden! #cryptocrash #stockmarketcrash #bitcoincrash,0
#stockmarketcrash # see nifty breaking 15000 levels week itself. relentless selling happening fpis. every$10 increase crude oil increases cad deficit 14 - 15 billion dollars,-1
"bear market, buy breakouts, period! #stockmarketcrash #edutwitter",0
money started jiggle jiggle__#bitcoin #cryptocurrency #bearmarket2022 #nfts #etherum #crypto,0
volatile market make #trading easy peaceful buy call put itm strike price enjoy ride predefined risk! #stockmarketcrash,1
"commodity share market trading red ,a rare situation witnessed trading journey 3 years. rs trading 78.22 adding flame __ #stockmarketcrash #stockmarket #gold #commodity",1
#stockmarketcrash bad warren buffett go buying spree? tide rolls see what? lol,-1
"wow _¥³ @who reported #fake 4million covid death india. means india power bring @commercegov @usagov foot using idiot forces like @un , @unicef . #multiverseofmadness #ukraine #igot7 #buythedip #stockmarketcrash #israel",-1
- __ $10 trillion wiped us stock market year. seriously lot compared previous years. actually shows market fluctuated year 2022 #stockmarketcrash #cryptomarket,-1
#crypto would hold #bearmarket?,0
"know you__e losing money, likely are! #stocks #stockmarketcrash #investing",-1
"blockchain equity investment products saw $20 million outflows, suffering line broad sell-off inequities. meanwhile, crypto market seems recording upward correction, bitcoin recovers. #volatility #crypto #btc #bearmarket",-1
"media says something big going happen market, understand means __ed_.. - hope helps- #trader #memecoin #stockmarkets #altseason #bearmarket",1
2 nupl. yes here. hold wallet watch this. children made adults. see side.. #btc #bitcoin #bearmarket,-1
@cryptopointhi @cz_binance @sbf_ftx @smtgpt @stablekwon partnering $gari token ? real bear market saver. #garitoken #bearmarket #bullish #binance @binance @cz_binance @chingari_in,0
"long pandemic even economy markets longer needed it, inflation seen 40 years &amp; fed raise interest rates anyone expected. result slowing economy possibly going #recession #bearmarket. 2/3",1
#stockmarketcrash bulldozed petro dollars india,0
#fintwit #stockmarket #stockmarketcrash #stockstobuy uploaded market brief youtube channel at: discotrader,0
go again. #doge #crypto #bearmarket,0
dow jones nasdaq showing fall 3%. s&amp;p 500 entered bear market territory today. dark times ahead. save position invest much now. #nasdaq #dowjones #stockmarketcrash #nifty,1
"what's craziest #ibedc bill ever received?..i start husband workshop received bill 375k two weeks connection,for 5-6hrs light give us night.#ibedc #multiverseofmadness #stockmarketcrash #smallbusinessstruggles",-1
3821 key $spx #stockmarketcrash #stockstobuy #cryptocrash #luna,0
three things thankful today: #jab #stockmarketcrash #401k...,-1
#heromotocorp fast recover #niftyauto #stockmarketcrash,0
13 june 2022 bse sensex closed @ 52846.70 __ 1456.74 points nse nifty closed @ 15774.40 __ 427.40 points bank nifty closed @ 33405.85 __ 1077.95 points india vix closed @ 22.3650 __ 2.7900 points #stockmarketcrash #stockmarket #stockmarketindia,1
"disastrous withdrawal afghanistan. inflation hitting records. grocery shelves empty. supply chain crisis. #stockmarketcrash. president senile. yes democrats, people super concerned january 6. going get slaughtered midterms anything.",-1
take 5000 level $spx talk... #stockmarketcrash,0
"anytime #btc drops i__ getting sats. matter current price, it__ still gifted. #bearmarket #cryptocrash #2030goal #hodl",-1
"now, pointers company &amp; business: 1. indian manufacturer calcium hypochlorite, company claims, one world. #stocksinfocus #stockmarketcrash #stockmarketindia #multibagger",0
black monday #bitcoin p way down. bonds inverted yet oil prices up. oil prices shouldn__ are. supply problem. lowering demand isn__ enough. #stockmarketcrash,-1
"#ethereum $89 away going $1k. #3ac news ongoing issue #celsius, i__ hoping retrace. i__ counting @foxbusiness @cnn @nbcnews @squawkcnbc fud #crypto short positions make __. #bearmarket #bitcoin #solana",-1
also check markets first thing morning normal?__ #crypto #cryptocurrency #stockmarkets #stockmarketcrash,0
"remember kids, massively overleveraged criminal hedge fund pigs, market makers &amp; prime brokers intentionally crashing markets steal you; criminals 2008. design. #stockmarketcrash #citadelscandal",-1
blood path #stockmarketcrash,0
"much certain recession markets coming up. unlike uncertainty covid started 2020, one may actually turn longer downtrend humans (and stupidity) involved- viruses. __ #stockmarketcrash #ukrainerussiacrisis #ukraina",-1
hello tweeple!! today birthday since woke getting news like #ukraine #worldwar3 #wwiii #stockmarketcrash .... wow!! much birthday gift it??? please appeal burthday boy #stopthewar,1
"markets bear phases take every uncertainty risk. however, market forgets risks uncertainties bullish times. differentiate better edge markets. #bullish #bearmarket #banknifty",-1
everyone panic. market falling terribly. long-term portfolio turning red. good opportunity buy still wait reversal?? #bearmarket #marketcrash #bankniftyfuture #cnbctv18market @nehanagarr #equity #bankniftyoptions #altseason,-1
"#bearmarket lesson us. *how invest. *when invest. rise much bigger brighter time. u r loser, u give up. #cryptocrash #cryptocurrencynews #bitcoincrash #bnb #binance #bitcoin",-1
"what's investing principles? half portfolio ready sell morning prepare ""the fall"". canceled sale 5 minutes market opened remembered. long term investor, trader. #buythedip #stockmarketcrash #stockmarkets #hodl",1
#btc #bearmarket,0
"bear surprising indications long time. actually better way, bull without bear. #crypto #bearmarket #bitcoin #eth",-1
